floor,date,hour,avg_num,total
T2 단기주차장지상1층,2021-11-11,13,546,988
T2 단기주차장지상2층,2021-11-11,13,353,470
T2 단기주차장지상3층,2021-11-11,13,216,448
T2 단기주차장지상4층,2021-11-11,13,112,486
T2 단기주차장지하M층,2021-11-11,13,210,751
T1 장기 P1 주차장,2021-11-11,13,739,2762
T1 장기 P1 주차타워,2021-11-11,13,1187,1374
T1 장기 P2 주차장,2021-11-11,13,1477,2592
T1 장기 P2 주차타워,2021-11-11,13,88,1375
T1 장기 P3 주차장,2021-11-11,13,0,0
T1 예약주차장,2021-11-11,13,228,1382
T2 장기 주차장,2021-11-11,13,2742,2847
T2 예약 주차장,2021-11-11,13,361,936
T1 단기주차장지상층,2021-11-11,14,885,993
T1 단기주차장지하1층,2021-11-11,14,884,973
T1 단기주차장지하2층,2021-11-11,14,680,1339
T2 단기주차장지상1층,2021-11-11,14,449,988
T2 단기주차장지상2층,2021-11-11,14,40,470
T2 단기주차장지상3층,2021-11-11,14,261,448
T2 단기주차장지상4층,2021-11-11,14,454,486
T2 단기주차장지하M층,2021-11-11,14,299,751
T1 장기 P1 주차장,2021-11-11,14,863,2762
T1 장기 P1 주차타워,2021-11-11,14,1268,1374
T1 장기 P2 주차장,2021-11-11,14,1247,2592
T1 장기 P2 주차타워,2021-11-11,14,1087,1375
T1 장기 P3 주차장,2021-11-11,14,0,0
T1 예약주차장,2021-11-11,14,357,1382
T2 장기 주차장,2021-11-11,14,1692,2847
T2 예약 주차장,2021-11-11,14,199,936
T1 단기주차장지상층,2021-11-11,15,613,993
T1 단기주차장지하1층,2021-11-11,15,946,973
T1 단기주차장지하2층,2021-11-11,15,1035,1339
T2 단기주차장지상1층,2021-11-11,15,887,988
T2 단기주차장지상2층,2021-11-11,15,90,470
T2 단기주차장지상3층,2021-11-11,15,270,448
T2 단기주차장지상4층,2021-11-11,15,181,486
T2 단기주차장지하M층,2021-11-11,15,166,751
T1 장기 P1 주차장,2021-11-11,15,2526,2762
T1 장기 P1 주차타워,2021-11-11,15,88,1374
T1 장기 P2 주차장,2021-11-11,15,2482,2592
T1 장기 P2 주차타워,2021-11-11,15,439,1375
T1 장기 P3 주차장,2021-11-11,15,0,0
T1 예약주차장,2021-11-11,15,835,1382
T2 장기 주차장,2021-11-11,15,1113,2847
T2 예약 주차장,2021-11-11,15,17,936
T1 단기주차장지상층,2021-11-11,16,629,993
T1 단기주차장지하1층,2021-11-11,16,420,973
T1 단기주차장지하2층,2021-11-11,16,987,1339
T2 단기주차장지상1층,2021-11-11,16,384,988
T2 단기주차장지상2층,2021-11-11,16,428,470
T2 단기주차장지상3층,2021-11-11,16,341,448
T2 단기주차장지상4층,2021-11-11,16,229,486
T2 단기주차장지하M층,2021-11-11,16,695,751
T1 장기 P1 주차장,2021-11-11,16,2178,2762
T1 장기 P1 주차타워,2021-11-11,16,110,1374
T1 장기 P2 주차장,2021-11-11,16,1021,2592
T1 장기 P2 주차타워,2021-11-11,16,1305,1375
T1 장기 P3 주차장,2021-11-11,16,0,0
T1 예약주차장,2021-11-11,16,968,1382
T2 장기 주차장,2021-11-11,16,2473,2847
T2 예약 주차장,2021-11-11,16,296,936
T1 단기주차장지상층,2021-11-11,17,424,993
T1 단기주차장지하1층,2021-11-11,17,846,973
T1 단기주차장지하2층,2021-11-11,17,1311,1339
T2 단기주차장지상1층,2021-11-11,17,660,988
T2 단기주차장지상2층,2021-11-11,17,400,470
T2 단기주차장지상3층,2021-11-11,17,343,448
T2 단기주차장지상4층,2021-11-11,17,468,486
T2 단기주차장지하M층,2021-11-11,17,103,751
T1 장기 P1 주차장,2021-11-11,17,410,2762
T1 장기 P1 주차타워,2021-11-11,17,982,1374
T1 장기 P2 주차장,2021-11-11,17,2335,2592
T1 장기 P2 주차타워,2021-11-11,17,896,1375
T1 장기 P3 주차장,2021-11-11,17,0,0
T1 예약주차장,2021-11-11,17,514,1382
T2 장기 주차장,2021-11-11,17,1718,2847
T2 예약 주차장,2021-11-11,17,861,936
T1 단기주차장지상층,2021-11-11,18,811,993
T1 단기주차장지하1층,2021-11-11,18,165,973
T1 단기주차장지하2층,2021-11-11,18,1106,1339
T2 단기주차장지상1층,2021-11-11,18,805,988
T2 단기주차장지상2층,2021-11-11,18,362,470
T2 단기주차장지상3층,2021-11-11,18,386,448
T2 단기주차장지상4층,2021-11-11,18,194,486
T2 단기주차장지하M층,2021-11-11,18,145,751
T1 장기 P1 주차장,2021-11-11,18,406,2762
T1 장기 P1 주차타워,2021-11-11,18,199,1374
T1 장기 P2 주차장,2021-11-11,18,896,2592
T1 장기 P2 주차타워,2021-11-11,18,498,1375
T1 장기 P3 주차장,2021-11-11,18,0,0
T1 예약주차장,2021-11-11,18,856,1382
T2 장기 주차장,2021-11-11,18,535,2847
T2 예약 주차장,2021-11-11,18,84,936
T1 단기주차장지상층,2021-11-11,19,201,993
T1 단기주차장지하1층,2021-11-11,19,70,973
T1 단기주차장지하2층,2021-11-11,19,387,1339
T2 단기주차장지상1층,2021-11-11,19,141,988
T2 단기주차장지상2층,2021-11-11,19,101,470
T2 단기주차장지상3층,2021-11-11,19,321,448
T2 단기주차장지상4층,2021-11-11,19,142,486
T2 단기주차장지하M층,2021-11-11,19,481,751
T1 장기 P1 주차장,2021-11-11,19,2380,2762
T1 장기 P1 주차타워,2021-11-11,19,581,1374
T1 장기 P2 주차장,2021-11-11,19,2515,2592
T1 장기 P2 주차타워,2021-11-11,19,1086,1375
T1 장기 P3 주차장,2021-11-11,19,0,0
T1 예약주차장,2021-11-11,19,862,1382
T2 장기 주차장,2021-11-11,19,1303,2847
T2 예약 주차장,2021-11-11,19,216,936
T1 단기주차장지상층,2021-11-11,20,406,993
T1 단기주차장지하1층,2021-11-11,20,946,973
T1 단기주차장지하2층,2021-11-11,20,500,1339
T2 단기주차장지상1층,2021-11-11,20,552,988
T2 단기주차장지상2층,2021-11-11,20,195,470
T2 단기주차장지상3층,2021-11-11,20,410,448
T2 단기주차장지상4층,2021-11-11,20,5,486
T2 단기주차장지하M층,2021-11-11,20,34,751
T1 장기 P1 주차장,2021-11-11,20,917,2762
T1 장기 P1 주차타워,2021-11-11,20,963,1374
T1 장기 P2 주차장,2021-11-11,20,1571,2592
T1 장기 P2 주차타워,2021-11-11,20,785,1375
T1 장기 P3 주차장,2021-11-11,20,0,0
T1 예약주차장,2021-11-11,20,883,1382
T2 장기 주차장,2021-11-11,20,131,2847
T2 예약 주차장,2021-11-11,20,814,936
T1 단기주차장지상층,2021-11-11,21,248,993
T1 단기주차장지하1층,2021-11-11,21,643,973
T1 단기주차장지하2층,2021-11-11,21,393,1339
T2 단기주차장지상1층,2021-11-11,21,902,988
T2 단기주차장지상2층,2021-11-11,21,87,470
T2 단기주차장지상3층,2021-11-11,21,57,448
T2 단기주차장지상4층,2021-11-11,21,246,486
T2 단기주차장지하M층,2021-11-11,21,172,751
T1 장기 P1 주차장,2021-11-11,21,1569,2762
T1 장기 P1 주차타워,2021-11-11,21,1180,1374
T1 장기 P2 주차장,2021-11-11,21,2107,2592
T1 장기 P2 주차타워,2021-11-11,21,839,1375
T1 장기 P3 주차장,2021-11-11,21,0,0
T1 예약주차장,2021-11-11,21,724,1382
T2 장기 주차장,2021-11-11,21,680,2847
T2 예약 주차장,2021-11-11,21,116,936
T1 단기주차장지상층,2021-11-11,22,544,993
T1 단기주차장지하1층,2021-11-11,22,326,973
T1 단기주차장지하2층,2021-11-11,22,1072,1339
T2 단기주차장지상1층,2021-11-11,22,329,988
T2 단기주차장지상2층,2021-11-11,22,364,470
T2 단기주차장지상3층,2021-11-11,22,116,448
T2 단기주차장지상4층,2021-11-11,22,159,486
T2 단기주차장지하M층,2021-11-11,22,21,751
T1 장기 P1 주차장,2021-11-11,22,2449,2762
T1 장기 P1 주차타워,2021-11-11,22,1048,1374
T1 장기 P2 주차장,2021-11-11,22,1736,2592
T1 장기 P2 주차타워,2021-11-11,22,431,1375
T1 장기 P3 주차장,2021-11-11,22,0,0
T1 예약주차장,2021-11-11,22,1004,1382
T2 장기 주차장,2021-11-11,22,452,2847
T2 예약 주차장,2021-11-11,22,780,936
T1 단기주차장지상층,2021-11-11,23,362,993
T1 단기주차장지하1층,2021-11-11,23,782,973
T1 단기주차장지하2층,2021-11-11,23,864,1339
T2 단기주차장지상1층,2021-11-11,23,573,988
T2 단기주차장지상2층,2021-11-11,23,183,470
T2 단기주차장지상3층,2021-11-11,23,27,448
T2 단기주차장지상4층,2021-11-11,23,196,486
T2 단기주차장지하M층,2021-11-11,23,366,751
T1 장기 P1 주차장,2021-11-11,23,217,2762
T1 장기 P1 주차타워,2021-11-11,23,43,1374
T1 장기 P2 주차장,2021-11-11,23,637,2592
T1 장기 P2 주차타워,2021-11-11,23,1258,1375
T1 장기 P3 주차장,2021-11-11,23,0,0
T1 예약주차장,2021-11-11,23,1112,1382
T2 장기 주차장,2021-11-11,23,1433,2847
T2 예약 주차장,2021-11-11,23,574,936
T1 단기주차장지상층,2021-11-12,0,369,993
T1 단기주차장지하1층,2021-11-12,0,155,973
T1 단기주차장지하2층,2021-11-12,0,1304,1339
T2 단기주차장지상1층,2021-11-12,0,201,988
T2 단기주차장지상2층,2021-11-12,0,289,470
T2 단기주차장지상3층,2021-11-12,0,247,448
T2 단기주차장지상4층,2021-11-12,0,91,486
T2 단기주차장지하M층,2021-11-12,0,276,751
T1 장기 P1 주차장,2021-11-12,0,1800,2762
T1 장기 P1 주차타워,2021-11-12,0,10,1374
T1 장기 P2 주차장,2021-11-12,0,62,2592
T1 장기 P2 주차타워,2021-11-12,0,906,1375
T1 장기 P3 주차장,2021-11-12,0,0,0
T1 예약주차장,2021-11-12,0,736,1382
T2 장기 주차장,2021-11-12,0,2371,2847
T2 예약 주차장,2021-11-12,0,569,936
T1 단기주차장지상층,2021-11-12,1,649,993
T1 단기주차장지하1층,2021-11-12,1,172,973
T1 단기주차장지하2층,2021-11-12,1,669,1339
T2 단기주차장지상1층,2021-11-12,1,737,988
T2 단기주차장지상2층,2021-11-12,1,425,470
T2 단기주차장지상3층,2021-11-12,1,253,448
T2 단기주차장지상4층,2021-11-12,1,9,486
T2 단기주차장지하M층,2021-11-12,1,347,751
T1 장기 P1 주차장,2021-11-12,1,1667,2762
T1 장기 P1 주차타워,2021-11-12,1,702,1374
T1 장기 P2 주차장,2021-11-12,1,20,2592
T1 장기 P2 주차타워,2021-11-12,1,1132,1375
T1 장기 P3 주차장,2021-11-12,1,0,0
T1 예약주차장,2021-11-12,1,1285,1382
T2 장기 주차장,2021-11-12,1,2577,2847
T2 예약 주차장,2021-11-12,1,728,936
T1 단기주차장지상층,2021-11-12,2,934,993
T1 단기주차장지하1층,2021-11-12,2,847,973
T1 단기주차장지하2층,2021-11-12,2,821,1339
T2 단기주차장지상1층,2021-11-12,2,167,988
T2 단기주차장지상2층,2021-11-12,2,43,470
T2 단기주차장지상3층,2021-11-12,2,75,448
T2 단기주차장지상4층,2021-11-12,2,338,486
T2 단기주차장지하M층,2021-11-12,2,699,751
T1 장기 P1 주차장,2021-11-12,2,338,2762
T1 장기 P1 주차타워,2021-11-12,2,793,1374
T1 장기 P2 주차장,2021-11-12,2,1356,2592
T1 장기 P2 주차타워,2021-11-12,2,1311,1375
T1 장기 P3 주차장,2021-11-12,2,0,0
T1 예약주차장,2021-11-12,2,1267,1382
T2 장기 주차장,2021-11-12,2,865,2847
T2 예약 주차장,2021-11-12,2,589,936
T1 단기주차장지상층,2021-11-12,3,915,993
T1 단기주차장지하1층,2021-11-12,3,617,973
T1 단기주차장지하2층,2021-11-12,3,351,1339
T2 단기주차장지상1층,2021-11-12,3,294,988
T2 단기주차장지상2층,2021-11-12,3,288,470
T2 단기주차장지상3층,2021-11-12,3,193,448
T2 단기주차장지상4층,2021-11-12,3,86,486
T2 단기주차장지하M층,2021-11-12,3,217,751
T1 장기 P1 주차장,2021-11-12,3,2103,2762
T1 장기 P1 주차타워,2021-11-12,3,85,1374
T1 장기 P2 주차장,2021-11-12,3,1123,2592
T1 장기 P2 주차타워,2021-11-12,3,440,1375
T1 장기 P3 주차장,2021-11-12,3,0,0
T1 예약주차장,2021-11-12,3,851,1382
T2 장기 주차장,2021-11-12,3,1233,2847
T2 예약 주차장,2021-11-12,3,357,936
T1 단기주차장지상층,2021-11-12,4,615,993
T1 단기주차장지하1층,2021-11-12,4,875,973
T1 단기주차장지하2층,2021-11-12,4,35,1339
T2 단기주차장지상1층,2021-11-12,4,17,988
T2 단기주차장지상2층,2021-11-12,4,387,470
T2 단기주차장지상3층,2021-11-12,4,316,448
T2 단기주차장지상4층,2021-11-12,4,138,486
T2 단기주차장지하M층,2021-11-12,4,431,751
T1 장기 P1 주차장,2021-11-12,4,1492,2762
T1 장기 P1 주차타워,2021-11-12,4,815,1374
T1 장기 P2 주차장,2021-11-12,4,1401,2592
T1 장기 P2 주차타워,2021-11-12,4,1118,1375
T1 장기 P3 주차장,2021-11-12,4,0,0
T1 예약주차장,2021-11-12,4,774,1382
T2 장기 주차장,2021-11-12,4,643,2847
T2 예약 주차장,2021-11-12,4,730,936
T1 단기주차장지상층,2021-11-12,5,264,993
T1 단기주차장지하1층,2021-11-12,5,803,973
T1 단기주차장지하2층,2021-11-12,5,382,1339
T2 단기주차장지상1층,2021-11-12,5,133,988
T2 단기주차장지상2층,2021-11-12,5,396,470
T2 단기주차장지상3층,2021-11-12,5,349,448
T2 단기주차장지상4층,2021-11-12,5,377,486
T2 단기주차장지하M층,2021-11-12,5,240,751
T1 장기 P1 주차장,2021-11-12,5,2677,2762
T1 장기 P1 주차타워,2021-11-12,5,504,1374
T1 장기 P2 주차장,2021-11-12,5,736,2592
T1 장기 P2 주차타워,2021-11-12,5,548,1375
T1 장기 P3 주차장,2021-11-12,5,0,0
T1 예약주차장,2021-11-12,5,281,1382
T2 장기 주차장,2021-11-12,5,369,2847
T2 예약 주차장,2021-11-12,5,85,936
T1 단기주차장지상층,2021-11-12,6,431,993
T1 단기주차장지하1층,2021-11-12,6,752,973
T1 단기주차장지하2층,2021-11-12,6,14,1339
T2 단기주차장지상1층,2021-11-12,6,500,988
T2 단기주차장지상2층,2021-11-12,6,128,470
T2 단기주차장지상3층,2021-11-12,6,127,448
T2 단기주차장지상4층,2021-11-12,6,473,486
T2 단기주차장지하M층,2021-11-12,6,567,751
T1 장기 P1 주차장,2021-11-12,6,1546,2762
T1 장기 P1 주차타워,2021-11-12,6,813,1374
T1 장기 P2 주차장,2021-11-12,6,828,2592
T1 장기 P2 주차타워,2021-11-12,6,189,1375
T1 장기 P3 주차장,2021-11-12,6,0,0
T1 예약주차장,2021-11-12,6,792,1382
T2 장기 주차장,2021-11-12,6,1107,2847
T2 예약 주차장,2021-11-12,6,783,936
T1 단기주차장지상층,2021-11-12,7,150,993
T1 단기주차장지하1층,2021-11-12,7,804,973
T1 단기주차장지하2층,2021-11-12,7,801,1339
T2 단기주차장지상1층,2021-11-12,7,959,988
T2 단기주차장지상2층,2021-11-12,7,20,470
T2 단기주차장지상3층,2021-11-12,7,389,448
T2 단기주차장지상4층,2021-11-12,7,388,486
T2 단기주차장지하M층,2021-11-12,7,701,751
T1 장기 P1 주차장,2021-11-12,7,1531,2762
T1 장기 P1 주차타워,2021-11-12,7,205,1374
T1 장기 P2 주차장,2021-11-12,7,1597,2592
T1 장기 P2 주차타워,2021-11-12,7,452,1375
T1 장기 P3 주차장,2021-11-12,7,0,0
T1 예약주차장,2021-11-12,7,1369,1382
T2 장기 주차장,2021-11-12,7,2380,2847
T2 예약 주차장,2021-11-12,7,396,936
T1 단기주차장지상층,2021-11-12,8,411,993
T1 단기주차장지하1층,2021-11-12,8,659,973
T1 단기주차장지하2층,2021-11-12,8,1170,1339
T2 단기주차장지상1층,2021-11-12,8,158,988
T2 단기주차장지상2층,2021-11-12,8,426,470
T2 단기주차장지상3층,2021-11-12,8,236,448
T2 단기주차장지상4층,2021-11-12,8,392,486
T2 단기주차장지하M층,2021-11-12,8,142,751
T1 장기 P1 주차장,2021-11-12,8,836,2762
T1 장기 P1 주차타워,2021-11-12,8,242,1374
T1 장기 P2 주차장,2021-11-12,8,2150,2592
T1 장기 P2 주차타워,2021-11-12,8,488,1375
T1 장기 P3 주차장,2021-11-12,8,0,0
T1 예약주차장,2021-11-12,8,65,1382
T2 장기 주차장,2021-11-12,8,613,2847
T2 예약 주차장,2021-11-12,8,481,936
T1 단기주차장지상층,2021-11-12,9,789,993
T1 단기주차장지하1층,2021-11-12,9,480,973
T1 단기주차장지하2층,2021-11-12,9,231,1339
T2 단기주차장지상1층,2021-11-12,9,548,988
T2 단기주차장지상2층,2021-11-12,9,251,470
T2 단기주차장지상3층,2021-11-12,9,372,448
T2 단기주차장지상4층,2021-11-12,9,10,486
T2 단기주차장지하M층,2021-11-12,9,328,751
T1 장기 P1 주차장,2021-11-12,9,155,2762
T1 장기 P1 주차타워,2021-11-12,9,128,1374
T1 장기 P2 주차장,2021-11-12,9,71,2592
T1 장기 P2 주차타워,2021-11-12,9,796,1375
T1 장기 P3 주차장,2021-11-12,9,0,0
T1 예약주차장,2021-11-12,9,346,1382
T2 장기 주차장,2021-11-12,9,2693,2847
T2 예약 주차장,2021-11-12,9,128,936
T1 단기주차장지상층,2021-11-12,10,473,993
T1 단기주차장지하1층,2021-11-12,10,220,973
T1 단기주차장지하2층,2021-11-12,10,48,1339
T2 단기주차장지상1층,2021-11-12,10,153,988
T2 단기주차장지상2층,2021-11-12,10,50,470
T2 단기주차장지상3층,2021-11-12,10,364,448
T2 단기주차장지상4층,2021-11-12,10,189,486
T2 단기주차장지하M층,2021-11-12,10,162,751
T1 장기 P1 주차장,2021-11-12,10,1058,2762
T1 장기 P1 주차타워,2021-11-12,10,616,1374
T1 장기 P2 주차장,2021-11-12,10,1263,2592
T1 장기 P2 주차타워,2021-11-12,10,601,1375
T1 장기 P3 주차장,2021-11-12,10,0,0
T1 예약주차장,2021-11-12,10,1253,1382
T2 장기 주차장,2021-11-12,10,27,2847
T2 예약 주차장,2021-11-12,10,603,936
T1 단기주차장지상층,2021-11-12,11,114,993
T1 단기주차장지하1층,2021-11-12,11,827,973
T1 단기주차장지하2층,2021-11-12,11,1134,1339
T2 단기주차장지상1층,2021-11-12,11,566,988
T2 단기주차장지상2층,2021-11-12,11,335,470
T2 단기주차장지상3층,2021-11-12,11,346,448
T2 단기주차장지상4층,2021-11-12,11,152,486
T2 단기주차장지하M층,2021-11-12,11,178,751
T1 장기 P1 주차장,2021-11-12,11,450,2762
T1 장기 P1 주차타워,2021-11-12,11,557,1374
T1 장기 P2 주차장,2021-11-12,11,2499,2592
T1 장기 P2 주차타워,2021-11-12,11,93,1375
T1 장기 P3 주차장,2021-11-12,11,0,0
T1 예약주차장,2021-11-12,11,1348,1382
T2 장기 주차장,2021-11-12,11,1204,2847
T2 예약 주차장,2021-11-12,11,931,936
T1 단기주차장지상층,2021-11-12,12,211,993
T1 단기주차장지하1층,2021-11-12,12,816,973
T1 단기주차장지하2층,2021-11-12,12,52,1339
T2 단기주차장지상1층,2021-11-12,12,547,988
T2 단기주차장지상2층,2021-11-12,12,112,470
T2 단기주차장지상3층,2021-11-12,12,386,448
T2 단기주차장지상4층,2021-11-12,12,101,486
T2 단기주차장지하M층,2021-11-12,12,439,751
T1 장기 P1 주차장,2021-11-12,12,1352,2762
T1 장기 P1 주차타워,2021-11-12,12,523,1374
T1 장기 P2 주차장,2021-11-12,12,1253,2592
T1 장기 P2 주차타워,2021-11-12,12,118,1375
T1 장기 P3 주차장,2021-11-12,12,0,0
T1 예약주차장,2021-11-12,12,417,1382
T2 장기 주차장,2021-11-12,12,1317,2847
T2 예약 주차장,2021-11-12,12,121,936
T1 단기주차장지상층,2021-11-12,13,602,993
T1 단기주차장지하1층,2021-11-12,13,905,973
T1 단기주차장지하2층,2021-11-12,13,294,1339
T2 단기주차장지상1층,2021-11-12,13,166,988
T2 단기주차장지상2층,2021-11-12,13,253,470
T2 단기주차장지상3층,2021-11-12,13,141,448
T2 단기주차장지상4층,2021-11-12,13,476,486
T2 단기주차장지하M층,2021-11-12,13,473,751
T1 장기 P1 주차장,2021-11-12,13,1082,2762
T1 장기 P1 주차타워,2021-11-12,13,1343,1374
T1 장기 P2 주차장,2021-11-12,13,2564,2592
T1 장기 P2 주차타워,2021-11-12,13,660,1375
T1 장기 P3 주차장,2021-11-12,13,0,0
T1 예약주차장,2021-11-12,13,537,1382
T2 장기 주차장,2021-11-12,13,790,2847
T2 예약 주차장,2021-11-12,13,565,936
T1 단기주차장지상층,2021-11-12,14,179,993
T1 단기주차장지하1층,2021-11-12,14,675,973
T1 단기주차장지하2층,2021-11-12,14,72,1339
T2 단기주차장지상1층,2021-11-12,14,882,988
T2 단기주차장지상2층,2021-11-12,14,306,470
T2 단기주차장지상3층,2021-11-12,14,68,448
T2 단기주차장지상4층,2021-11-12,14,437,486
T2 단기주차장지하M층,2021-11-12,14,508,751
T1 장기 P1 주차장,2021-11-12,14,90,2762
T1 장기 P1 주차타워,2021-11-12,14,468,1374
T1 장기 P2 주차장,2021-11-12,14,1850,2592
T1 장기 P2 주차타워,2021-11-12,14,1306,1375
T1 장기 P3 주차장,2021-11-12,14,0,0
T1 예약주차장,2021-11-12,14,352,1382
